"Index","SAP.DE","BAYN.DE","BMW.DE","ALV.DE","DTE.DE","VOW3.DE","ADS.DE","FRE.DE","DBK.DE","MUV2.DE"
"2019-01-02",77.9226531982422,49.2494850158691,48.3119506835938,128.805816650391,11.9763059616089,80.8476791381836,175.456146240234,38.2713775634766,6.47519254684448,147.565612792969
"2019-01-03",75.5046234130859,49.2009315490723,47.8339691162109,127.451522827148,12.0651988983154,79.9576873779297,175.027969360352,36.5164604187012,6.42899894714355,146.664886474609
"2019-01-04",77.4121704101562,52.5187606811523,49.6766624450684,130.542846679688,12.1581335067749,83.3515548706055,181.783599853516,39.3704223632812,6.73514175415039,149.484588623047
"2019-01-07",77.5733795166016,51.6852569580078,49.9606895446777,129.482955932617,12.174295425415,83.4464950561523,180.499069213867,38.9361228942871,6.83930349349976,147.565612792969
"2019-01-08",78.7823791503906,53.0204734802246,50.0230293273926,129.615447998047,12.0126695632935,84.8467712402344,184.8759765625,37.9877586364746,6.90451669692993,145.920776367188
"2019-01-09",79.8660125732422,53.0771179199219,50.5356636047363,130.380935668945,11.9358997344971,86.9115600585938,184.447799682617,38.422061920166,6.71340465545654,146.978149414062
"2019-01-10",80.0988540649414,53.3117942810059,50.2447128295898,131.39665222168,11.94398021698,85.985969543457,186.017776489258,39.1931495666504,6.77499485015869,148.936309814453
"2019-01-11",79.7048110961914,53.1661376953125,49.7597923278809,131.720504760742,11.9076147079468,84.360221862793,187.445022583008,38.1295700073242,6.75325679779053,149.993713378906
"2019-01-14",78.871940612793,52.4782981872559,49.5935363769531,131.911865234375,11.8833723068237,85.5112915039062,187.73046875,38.4663734436035,6.75869178771973,150.22868347168
"2019-01-15",79.9734878540039,52.6158599853516,49.6143188476562,131.926605224609,11.8672103881836,86.0690307617188,189.585891723633,37.9345741271973,6.78042936325073,149.915405273438
"2019-01-16",80.1257095336914,52.664421081543,49.5519638061523,132.780395507812,11.8591270446777,85.9740982055664,188.491668701172,38.0586624145508,7.34923934936523,149.954559326172
"2019-01-17",81.0302429199219,51.9199371337891,49.3649291992188,132.662643432617,11.7904396057129,84.7874145507812,190.299499511719,37.6686859130859,7.04853105545044,149.171295166016
"2019-01-18",83.3766021728516,53.8135223388672,50.8058319091797,135.430114746094,12.0328731536865,86.4250335693359,194.105499267578,39.0247535705566,7.2441725730896,152.852600097656
"2019-01-21",82.3646240234375,53.3846321105957,50.5910835266113,135.724533081055,11.7419509887695,85.9622268676758,196.008499145508,38.2802391052246,7.22968006134033,153.126754760742
